ACC	LAT_LON
SRR14996074	N/A
SRR14996075	N/A
SRR14996076	N/A
SRR14996077	N/A
SRR14996078	N/A
SRR14996079	N/A
SRR14996080	N/A
SRR14996081	N/A
SRR14996082	N/A
SRR14996083	N/A
SRR14996084	N/A
SRR14996085	N/A
SRR14996086	N/A
SRR14996087	N/A
SRR14996088	N/A
SRR14996089	N/A
SRR14996090	N/A
SRR14996091	N/A
SRR14996092	N/A
SRR14996093	N/A
SRR14996094	N/A
SRR14996095	N/A
SRR14996096	N/A
SRR14996097	N/A
SRR14996098	N/A
SRR14996099	N/A
SRR14996100	N/A
SRR14996101	N/A
SRR14996102	N/A
SRR14996103	N/A
SRR14996104	N/A
SRR14996105	N/A
SRR14996106	N/A
SRR14996107	N/A
SRR14996108	N/A
SRR14996109	N/A
SRR14996110	N/A
SRR14996111	N/A
SRR14996112	N/A
SRR14996113	N/A
SRR14996114	N/A
SRR14996115	N/A
SRR14996116	N/A
SRR14996117	N/A
SRR14996118	N/A
SRR14996119	N/A
SRR14996120	N/A
SRR14996121	N/A
SRR14996123	N/A
SRR14996124	N/A
SRR14996125	N/A
SRR14996126	N/A
SRR14996127	N/A
SRR14996128	N/A
SRR14996129	N/A
SRR14996130	N/A
SRR14996131	N/A
SRR14996132	N/A
SRR14996133	N/A
SRR14996134	N/A
SRR14996135	N/A
SRR14996136	N/A
SRR14996137	N/A
SRR14996138	N/A
SRR14996139	N/A
SRR14996140	N/A
SRR14996141	N/A
SRR14996142	N/A
SRR14996143	N/A
SRR14996144	N/A
SRR14996145	N/A
SRR14996146	N/A
SRR14996147	N/A
SRR14996148	N/A
SRR14996149	N/A
SRR14996150	N/A
SRR14996151	N/A
SRR14996152	N/A
SRR14996153	N/A
SRR14996154	N/A
SRR14996155	N/A
SRR14994472	N/A
SRR14994473	N/A
SRR14994474	N/A
SRR14994475	N/A
SRR14994476	N/A
SRR14994477	N/A
SRR14994478	N/A
SRR14994479	N/A
SRR14994480	N/A
SRR14994481	N/A
SRR14994482	N/A
SRR14994483	N/A
SRR14994484	N/A
SRR14994485	N/A
SRR14994486	N/A
SRR14994487	N/A
SRR14994488	N/A
SRR14994489	N/A
SRR14994490	N/A
SRR14994491	N/A
SRR14994492	N/A
SRR14994493	N/A
SRR14994494	N/A
SRR14994495	N/A
SRR14994496	N/A
SRR14994497	N/A
SRR14994498	N/A
SRR14994499	N/A
SRR14994500	N/A
SRR14994501	N/A
SRR14994502	N/A
SRR14994503	N/A
SRR14994504	N/A
SRR14994505	N/A
SRR14994506	N/A
SRR14994507	N/A
SRR14994508	N/A
SRR14994509	N/A
SRR14994510	N/A
SRR14994511	N/A
SRR14994512	N/A
SRR14994513	N/A
SRR14994514	N/A
SRR14994515	N/A
SRR14994516	N/A
SRR14994517	N/A
SRR14994518	N/A
SRR14994519	N/A
SRR14994520	N/A
SRR14994522	N/A
SRR14994523	N/A
SRR14994524	N/A
SRR14994525	N/A
SRR14994526	N/A
SRR14994527	N/A
SRR14994528	N/A
SRR14994529	N/A
SRR14994530	N/A
SRR14994531	N/A
SRR14994532	N/A
SRR14994533	N/A
SRR14994534	N/A
SRR14994535	N/A
SRR14994536	N/A
SRR14994537	N/A
SRR14994538	N/A
SRR14994539	N/A
SRR14994540	N/A
SRR14994541	N/A
SRR14994542	N/A
SRR14994543	N/A
SRR14994544	N/A
SRR14994545	N/A
SRR14994546	N/A
SRR14994547	N/A
SRR14994548	N/A
SRR14994549	N/A
SRR14994550	N/A
SRR14994551	N/A
SRR14994552	N/A
SRR14994553	N/A
SRR14994554	N/A
SRR14994555	N/A
SRR14994556	N/A
SRR14994557	N/A
SRR14994558	N/A
SRR14994559	N/A
SRR14994560	N/A
SRR14994561	N/A
SRR14994562	N/A
SRR14994563	N/A
SRR14994564	N/A
SRR14994565	N/A
SRR14994566	N/A
SRR14994567	N/A
SRR14994568	N/A
SRR14994569	N/A
SRR14994570	N/A
SRR14994571	N/A
SRR14994572	N/A
SRR14994573	N/A
SRR14994574	N/A
SRR14994575	N/A
SRR14994576	N/A
SRR14994577	N/A
SRR14994578	N/A
SRR14994579	N/A
SRR14994580	N/A
SRR14962832	N/A
SRR14962833	N/A
SRR14962834	N/A
SRR14962835	N/A
SRR14962836	N/A
SRR14962837	N/A
SRR14962838	N/A
SRR14962839	N/A
SRR14962840	N/A
SRR14962841	N/A
SRR14962842	N/A
SRR14962843	N/A
SRR14962844	N/A
SRR14962845	N/A
SRR14962846	N/A
SRR14962847	N/A
SRR14962848	N/A
SRR14962849	N/A
SRR14962850	N/A
SRR14962851	N/A
SRR14962852	N/A
SRR14962853	N/A
SRR14962854	N/A
SRR14962855	N/A
SRR14962856	N/A
SRR14962857	N/A
SRR14962858	N/A
SRR14962859	N/A
SRR14962860	N/A
SRR14962861	N/A
SRR14962862	N/A
SRR14962863	N/A
SRR14962864	N/A
SRR14962865	N/A
SRR14962866	N/A
SRR14962867	N/A
SRR14962868	N/A
SRR14962869	N/A
SRR14962870	N/A
SRR14962871	N/A
SRR14962872	N/A
SRR14962873	N/A
SRR14962874	N/A
SRR14962875	N/A
SRR14962876	N/A
SRR14962877	N/A
SRR14962878	N/A
SRR14962879	N/A
SRR14962880	N/A
SRR14962881	N/A
SRR14962882	N/A
SRR14962883	N/A
SRR14962884	N/A
SRR14962885	N/A
SRR14962886	N/A
SRR14962887	N/A
SRR14962888	N/A
SRR14962889	N/A
SRR14962890	N/A
SRR14962891	N/A
SRR14962892	N/A
SRR14962893	N/A
SRR14962894	N/A
SRR14962895	N/A
SRR14962896	N/A
SRR14962897	N/A
SRR14962898	N/A
SRR14962899	N/A
SRR14962900	N/A
SRR14962901	N/A
SRR14962902	N/A
SRR14962903	N/A
SRR14962904	N/A
SRR14962905	N/A
SRR14962907	N/A
SRR14962908	N/A
SRR14962909	N/A
SRR14962910	N/A
SRR14962911	N/A
SRR14962912	N/A
SRR14962913	N/A
SRR14962914	N/A
SRR14962915	N/A
SRR14962916	N/A
SRR14962917	N/A
SRR14962918	N/A
SRR14962919	N/A
SRR14962920	N/A
SRR14962921	N/A
SRR14962922	N/A
SRR14962923	N/A
SRR14962924	N/A
SRR14962925	N/A
SRR14962926	N/A
SRR14962927	N/A
SRR14962928	N/A
SRR14962929	N/A
SRR14962930	N/A
SRR14962931	N/A
SRR14962932	N/A
SRR14962933	N/A
SRR14962934	N/A
SRR14962935	N/A
SRR14962936	N/A
SRR14962937	N/A
SRR14962938	N/A
SRR14962939	N/A
SRR14962940	N/A
SRR14962941	N/A
SRR14962942	N/A
SRR14962943	N/A
SRR14962944	N/A
SRR14962945	N/A
SRR14962946	N/A
SRR14962947	N/A
SRR14962948	N/A
SRR14962949	N/A
SRR14962950	N/A
SRR14962951	N/A
SRR14962952	N/A
SRR14962953	N/A
SRR14962954	N/A
SRR14962955	N/A
SRR14962956	N/A
SRR14962957	N/A
SRR14962958	N/A
SRR14962959	N/A
SRR14962960	N/A
SRR14962961	N/A
SRR14962963	N/A
SRR14962964	N/A
SRR14962965	N/A
SRR14962966	N/A
SRR14962967	N/A
SRR14962968	N/A
SRR14934837	35.0967 N 106.6313 W
SRR14934838	35.0967 N 106.6313 W
SRR14934839	35.0967 N 106.6313 W
SRR14934840	35.0967 N 106.6313 W
SRR14934841	35.0967 N 106.6313 W
SRR14934842	35.0967 N 106.6313 W
SRR14934843	35.0967 N 106.6313 W
SRR14934844	35.0967 N 106.6313 W
SRR14934845	35.0967 N 106.6313 W
SRR14934846	35.0967 N 106.6313 W
SRR14934847	35.0967 N 106.6313 W
SRR14934848	35.0967 N 106.6313 W
SRR14934849	35.0967 N 106.6313 W
SRR14934850	35.0967 N 106.6313 W
SRR14934851	35.0967 N 106.6313 W
SRR14934852	35.0967 N 106.6313 W
SRR14934853	35.0967 N 106.6313 W
SRR14934854	35.0967 N 106.6313 W
SRR14934855	35.0967 N 106.6313 W
SRR14934856	35.0967 N 106.6313 W
SRR14934857	35.0967 N 106.6313 W
SRR14934858	35.0967 N 106.6313 W
SRR14934859	35.0967 N 106.6313 W
SRR14934860	35.0967 N 106.6313 W
SRR14934861	35.0967 N 106.6313 W
SRR14934862	35.0967 N 106.6313 W
SRR14934863	35.0967 N 106.6313 W
SRR14934864	35.0967 N 106.6313 W
SRR14934865	35.0967 N 106.6313 W
SRR14934866	35.0967 N 106.6313 W
SRR14934867	35.0967 N 106.6313 W
SRR14934868	35.0967 N 106.6313 W
SRR14934869	35.0967 N 106.6313 W
SRR14934870	35.0967 N 106.6313 W
SRR14934871	35.0967 N 106.6313 W
SRR14934872	35.0967 N 106.6313 W
SRR14934873	35.0967 N 106.6313 W
SRR14934874	35.0967 N 106.6313 W
SRR14934875	35.0967 N 106.6313 W
SRR14934876	35.0967 N 106.6313 W
SRR14934877	35.0967 N 106.6313 W
SRR14934878	35.0967 N 106.6313 W
SRR14934879	35.0967 N 106.6313 W
SRR14934880	35.0967 N 106.6313 W
SRR14934881	35.0967 N 106.6313 W
SRR14934882	35.0967 N 106.6313 W
SRR14934883	35.0967 N 106.6313 W
SRR14934884	35.0967 N 106.6313 W
SRR14934885	35.0967 N 106.6313 W
SRR14934886	35.0967 N 106.6313 W
SRR14934887	35.0967 N 106.6313 W
SRR14934888	35.0967 N 106.6313 W
SRR14934889	35.0967 N 106.6313 W
SRR14934890	35.0967 N 106.6313 W
SRR14934891	35.0967 N 106.6313 W
SRR14934892	35.0967 N 106.6313 W
SRR14934893	35.0967 N 106.6313 W
SRR14934894	35.0967 N 106.6313 W
SRR14934895	35.0967 N 106.6313 W
SRR14934896	35.0967 N 106.6313 W
SRR14934897	35.0967 N 106.6313 W
SRR14934898	35.0967 N 106.6313 W
SRR14934899	35.0967 N 106.6313 W
SRR14934900	35.0967 N 106.6313 W
SRR14934901	35.0967 N 106.6313 W
SRR14934902	35.0967 N 106.6313 W
SRR14934903	35.0967 N 106.6313 W
SRR14934904	35.0967 N 106.6313 W
SRR14934905	35.0967 N 106.6313 W
SRR14934906	35.0967 N 106.6313 W
SRR14934907	35.0967 N 106.6313 W
SRR14934908	35.0967 N 106.6313 W
SRR14934909	35.0967 N 106.6313 W
SRR14934910	35.0967 N 106.6313 W
SRR14934911	35.0967 N 106.6313 W
SRR14934912	35.0967 N 106.6313 W
SRR14934913	35.0967 N 106.6313 W
SRR14934914	35.0967 N 106.6313 W
SRR14934915	35.0967 N 106.6313 W
SRR14934916	35.0967 N 106.6313 W
SRR14934917	35.0967 N 106.6313 W
SRR14934918	35.0967 N 106.6313 W
SRR14934919	35.0967 N 106.6313 W
SRR14919087	35.0967 N 106.6313 W
SRR14919088	35.0967 N 106.6313 W
SRR14919089	35.0967 N 106.6313 W
SRR14919090	35.0967 N 106.6313 W
SRR14919091	35.0967 N 106.6313 W
SRR14919092	35.0967 N 106.6313 W
SRR14919093	35.0967 N 106.6313 W
SRR14919094	35.0967 N 106.6313 W
SRR14919095	35.0967 N 106.6313 W
SRR14919096	35.0967 N 106.6313 W
SRR14919097	35.0967 N 106.6313 W
SRR14919098	35.0967 N 106.6313 W
SRR14919099	35.0967 N 106.6313 W
SRR14919100	35.0967 N 106.6313 W
SRR14919101	35.0967 N 106.6313 W
SRR14919102	35.0967 N 106.6313 W
SRR14919103	35.0967 N 106.6313 W
SRR14919104	35.0967 N 106.6313 W
SRR14919105	35.0967 N 106.6313 W
SRR14919106	35.0967 N 106.6313 W
SRR14919107	35.0967 N 106.6313 W
SRR14919108	35.0967 N 106.6313 W
SRR14919109	35.0967 N 106.6313 W
SRR14919110	35.0967 N 106.6313 W
SRR14919111	35.0967 N 106.6313 W
SRR14919112	35.0967 N 106.6313 W
SRR14919113	35.0967 N 106.6313 W
SRR14919114	35.0967 N 106.6313 W
SRR14919115	35.0967 N 106.6313 W
SRR14919116	35.0967 N 106.6313 W
SRR14919117	35.0967 N 106.6313 W
SRR14919118	35.0967 N 106.6313 W
SRR14919119	35.0967 N 106.6313 W
SRR14919120	35.0967 N 106.6313 W
SRR14919121	35.0967 N 106.6313 W
SRR14919122	35.0967 N 106.6313 W
SRR14919123	35.0967 N 106.6313 W
SRR14919124	35.0967 N 106.6313 W
SRR14919125	35.0967 N 106.6313 W
SRR14919126	35.0967 N 106.6313 W
SRR14919127	35.0967 N 106.6313 W
SRR14919128	35.0967 N 106.6313 W
SRR14919129	35.0967 N 106.6313 W
SRR14919130	35.0967 N 106.6313 W
SRR14919131	35.0967 N 106.6313 W
SRR14919132	35.0967 N 106.6313 W
SRR14919133	35.0967 N 106.6313 W
SRR14919134	35.0967 N 106.6313 W
SRR14919135	35.0967 N 106.6313 W
SRR14919136	35.0967 N 106.6313 W
SRR14919137	35.0967 N 106.6313 W
SRR14919138	35.0967 N 106.6313 W
SRR14919139	35.0967 N 106.6313 W
SRR14919140	35.0967 N 106.6313 W
SRR14919141	35.0967 N 106.6313 W
SRR14919142	35.0967 N 106.6313 W
SRR14919143	35.0967 N 106.6313 W
SRR14919144	35.0967 N 106.6313 W
SRR14919145	35.0967 N 106.6313 W
SRR14919146	35.0967 N 106.6313 W
SRR14919147	35.0967 N 106.6313 W
SRR14919148	35.0967 N 106.6313 W
SRR14919149	35.0967 N 106.6313 W
SRR14919150	35.0967 N 106.6313 W
SRR14919151	35.0967 N 106.6313 W
SRR14919152	35.0967 N 106.6313 W
SRR14919153	35.0967 N 106.6313 W
SRR14919154	35.0967 N 106.6313 W
SRR14919155	35.0967 N 106.6313 W
SRR14919156	35.0967 N 106.6313 W
SRR14919157	35.0967 N 106.6313 W
SRR14919158	35.0967 N 106.6313 W
SRR14919159	35.0967 N 106.6313 W
SRR14919160	35.0967 N 106.6313 W
SRR14919161	35.0967 N 106.6313 W
SRR14919162	35.0967 N 106.6313 W
SRR14919163	35.0967 N 106.6313 W
SRR14919164	35.0967 N 106.6313 W
SRR14919165	35.0967 N 106.6313 W
SRR14919166	35.0967 N 106.6313 W
SRR14919167	35.0967 N 106.6313 W
SRR14919168	35.0967 N 106.6313 W
SRR14919169	35.0967 N 106.6313 W
SRR14919170	35.0967 N 106.6313 W
SRR14919171	35.0967 N 106.6313 W
SRR14919172	35.0967 N 106.6313 W
SRR14919173	35.0967 N 106.6313 W
SRR14919174	35.0967 N 106.6313 W
SRR14919175	35.0967 N 106.6313 W
SRR14919176	35.0967 N 106.6313 W
SRR14919177	35.0967 N 106.6313 W
SRR14919178	35.0967 N 106.6313 W
SRR14919179	35.0967 N 106.6313 W
SRR14875065	35.0967 N 106.6313 W
SRR14875066	35.0967 N 106.6313 W
SRR14875067	35.0967 N 106.6313 W
SRR14875068	35.0967 N 106.6313 W
SRR14875069	35.0967 N 106.6313 W
SRR14875070	35.0967 N 106.6313 W
SRR14875071	35.0967 N 106.6313 W
SRR14875072	35.0967 N 106.6313 W
SRR14875073	35.0967 N 106.6313 W
SRR14875074	35.0967 N 106.6313 W
SRR14875075	35.0967 N 106.6313 W
SRR14875076	35.0967 N 106.6313 W
SRR14875077	35.0967 N 106.6313 W
SRR14875078	35.0967 N 106.6313 W
SRR14875079	35.0967 N 106.6313 W
SRR14875080	35.0967 N 106.6313 W
SRR14875081	35.0967 N 106.6313 W
SRR14875082	35.0967 N 106.6313 W
SRR14875083	35.0967 N 106.6313 W
SRR14875084	35.0967 N 106.6313 W
SRR14875085	35.0967 N 106.6313 W
SRR14875086	35.0967 N 106.6313 W
SRR14875087	35.0967 N 106.6313 W
SRR14875088	35.0967 N 106.6313 W
SRR14875089	35.0967 N 106.6313 W
SRR14875090	35.0967 N 106.6313 W
SRR14875091	35.0967 N 106.6313 W
SRR14875092	35.0967 N 106.6313 W
SRR14875093	35.0967 N 106.6313 W
SRR14875094	35.0967 N 106.6313 W
SRR14875095	35.0967 N 106.6313 W
SRR14875096	35.0967 N 106.6313 W
SRR14875097	35.0967 N 106.6313 W
SRR14875098	35.0967 N 106.6313 W
SRR14875099	35.0967 N 106.6313 W
SRR14875100	35.0967 N 106.6313 W
SRR14875101	35.0967 N 106.6313 W
SRR14875102	35.0967 N 106.6313 W
SRR14875103	35.0967 N 106.6313 W
SRR14875104	35.0967 N 106.6313 W
SRR14875105	35.0967 N 106.6313 W
SRR14875106	35.0967 N 106.6313 W
SRR14875107	35.0967 N 106.6313 W
SRR14875108	35.0967 N 106.6313 W
SRR14875109	35.0967 N 106.6313 W
SRR14875110	35.0967 N 106.6313 W
SRR14875111	35.0967 N 106.6313 W
SRR14875112	35.0967 N 106.6313 W
SRR14875113	35.0967 N 106.6313 W
SRR14875114	35.0967 N 106.6313 W
SRR14875115	35.0967 N 106.6313 W
SRR14875116	35.0967 N 106.6313 W
SRR14875117	35.0967 N 106.6313 W
SRR14875118	35.0967 N 106.6313 W
SRR14875119	35.0967 N 106.6313 W
SRR14875120	35.0967 N 106.6313 W
SRR14875121	35.0967 N 106.6313 W
SRR14875122	35.0967 N 106.6313 W
SRR14875123	35.0967 N 106.6313 W
SRR14875124	35.0967 N 106.6313 W
SRR14875125	35.0967 N 106.6313 W
SRR14875126	35.0967 N 106.6313 W
SRR14875127	35.0967 N 106.6313 W
SRR14875128	35.0967 N 106.6313 W
SRR14875129	35.0967 N 106.6313 W
SRR14875130	35.0967 N 106.6313 W
SRR14875131	35.0967 N 106.6313 W
SRR14875132	35.0967 N 106.6313 W
SRR14875133	35.0967 N 106.6313 W
SRR14875134	35.0967 N 106.6313 W
SRR14875135	35.0967 N 106.6313 W
SRR14875136	35.0967 N 106.6313 W
SRR14875137	35.0967 N 106.6313 W
SRR14875138	35.0967 N 106.6313 W
SRR14875139	35.0967 N 106.6313 W
SRR14875140	35.0967 N 106.6313 W
SRR14875141	35.0967 N 106.6313 W
SRR14875142	35.0967 N 106.6313 W
SRR14875143	35.0967 N 106.6313 W
SRR14875144	35.0967 N 106.6313 W
SRR14875145	35.0967 N 106.6313 W
SRR14875146	35.0967 N 106.6313 W
SRR14875147	35.0967 N 106.6313 W
SRR14875148	35.0967 N 106.6313 W
SRR14875149	35.0967 N 106.6313 W
SRR14875150	35.0967 N 106.6313 W
SRR14875151	35.0967 N 106.6313 W
SRR14875152	35.0967 N 106.6313 W
SRR14875153	35.0967 N 106.6313 W
SRR14875154	35.0967 N 106.6313 W
SRR14875155	35.0967 N 106.6313 W
SRR14875156	35.0967 N 106.6313 W
SRR14851109	N/A
SRR14851110	N/A
SRR14851111	N/A
SRR14851112	N/A
SRR14851113	N/A
SRR14851114	N/A
SRR14851115	N/A
SRR14851116	N/A
SRR14851117	N/A
SRR14851118	N/A
SRR14851119	N/A
SRR14851120	N/A
SRR14851121	N/A
SRR14851122	N/A
SRR14851123	N/A
SRR14851124	N/A
SRR14851125	N/A
SRR14851126	N/A
SRR14851127	N/A
SRR14851128	N/A
SRR14851129	N/A
SRR14851130	N/A
SRR14851131	N/A
SRR14851132	N/A
SRR14851133	N/A
SRR14851135	N/A
SRR14851136	N/A
SRR14851137	N/A
SRR14851138	N/A
SRR14851139	N/A
SRR14851140	N/A
SRR14851141	N/A
SRR14851142	N/A
SRR14851143	N/A
SRR14851144	N/A
SRR14851145	N/A
SRR14851146	N/A
SRR14851147	N/A
SRR14851148	N/A
SRR14851149	N/A
SRR14851150	N/A
SRR14851151	N/A
SRR14851152	N/A
SRR14851153	N/A
SRR14851154	N/A
SRR14851155	N/A
SRR14851156	N/A
SRR14851157	N/A
SRR14851158	N/A
SRR14851159	N/A
SRR14851160	N/A
SRR14851161	N/A
SRR14851162	N/A
SRR14851163	N/A
SRR14851164	N/A
SRR14851165	N/A
SRR14851166	N/A
SRR14851167	N/A
SRR14851168	N/A
SRR14851169	N/A
SRR14851170	N/A
SRR14851171	N/A
SRR14851172	N/A
SRR14851173	N/A
SRR14851174	N/A
SRR14851175	N/A
SRR14851176	N/A
SRR14851177	N/A
SRR14851178	N/A
SRR14851179	N/A
SRR14851180	N/A
SRR14851181	N/A
SRR14851182	N/A
SRR14851183	N/A
SRR14851184	N/A
SRR14851185	N/A
SRR14851186	N/A
SRR14851187	N/A
SRR14851188	N/A
SRR14851189	N/A
SRR14851191	N/A
SRR14851192	N/A
SRR14851193	N/A
SRR14851194	N/A
SRR14851195	N/A
SRR14851196	N/A
SRR14851197	N/A
SRR14851198	N/A
SRR14851199	N/A
SRR14851200	N/A
SRR14851201	N/A
SRR14851202	N/A
SRR14851203	N/A
SRR14851204	N/A
SRR14851205	N/A
SRR14851206	N/A
SRR14851207	N/A
SRR14851208	N/A
SRR14851209	N/A
SRR14851210	N/A
SRR14851211	N/A
SRR14851212	N/A
SRR14851213	N/A
SRR14851214	N/A
SRR14851215	N/A
SRR14851216	N/A
SRR14851217	N/A
SRR14851218	N/A
SRR14851219	N/A
SRR14851220	N/A
SRR14851221	N/A
SRR14851222	N/A
SRR14851223	N/A
SRR14851224	N/A
SRR14851225	N/A
SRR14851226	N/A
SRR14851227	N/A
SRR14851228	N/A
SRR14851229	N/A
SRR14851230	N/A
SRR14851231	N/A
SRR14851232	N/A
SRR14851233	N/A
SRR14851234	N/A
SRR14851235	N/A
SRR14851236	N/A
SRR14851237	N/A
SRR14851238	N/A
SRR14851239	N/A
SRR14851240	N/A
SRR14851241	N/A
SRR14851242	N/A
SRR14851243	N/A
SRR14839149	35.0967 N 106.6313 W
SRR14839150	35.0967 N 106.6313 W
SRR14839151	35.0967 N 106.6313 W
SRR14839152	35.0967 N 106.6313 W
SRR14839153	35.0967 N 106.6313 W
SRR14839154	35.0967 N 106.6313 W
SRR14839155	35.0967 N 106.6313 W
SRR14839156	35.0967 N 106.6313 W
SRR14839157	35.0967 N 106.6313 W
SRR14839158	35.0967 N 106.6313 W
SRR14839159	35.0967 N 106.6313 W
SRR14839160	35.0967 N 106.6313 W
SRR14839161	35.0967 N 106.6313 W
SRR14839162	35.0967 N 106.6313 W
SRR14839163	35.0967 N 106.6313 W
SRR14839164	35.0967 N 106.6313 W
SRR14839165	35.0967 N 106.6313 W
SRR14839166	35.0967 N 106.6313 W
SRR14839167	35.0967 N 106.6313 W
SRR14839168	35.0967 N 106.6313 W
SRR14839169	35.0967 N 106.6313 W
SRR14839170	35.0967 N 106.6313 W
SRR14839171	35.0967 N 106.6313 W
SRR14839172	35.0967 N 106.6313 W
SRR14839173	35.0967 N 106.6313 W
SRR14839174	35.0967 N 106.6313 W
SRR14839175	35.0967 N 106.6313 W
SRR14839176	35.0967 N 106.6313 W
SRR14839177	35.0967 N 106.6313 W
SRR14839178	35.0967 N 106.6313 W
SRR14839179	35.0967 N 106.6313 W
SRR14839180	35.0967 N 106.6313 W
SRR14839181	35.0967 N 106.6313 W
SRR14839182	35.0967 N 106.6313 W
SRR14839183	35.0967 N 106.6313 W
SRR14839184	35.0967 N 106.6313 W
SRR14839185	35.0967 N 106.6313 W
SRR14839186	35.0967 N 106.6313 W
SRR14839187	35.0967 N 106.6313 W
SRR14839188	35.0967 N 106.6313 W
SRR14839189	35.0967 N 106.6313 W
SRR14839190	35.0967 N 106.6313 W
SRR14839191	35.0967 N 106.6313 W
SRR14839192	35.0967 N 106.6313 W
SRR14839193	35.0967 N 106.6313 W
SRR14839194	35.0967 N 106.6313 W
SRR14800265	24.7413 N 88.2912 E
SRR14800266	24.7413 N 88.2912 E
SRR14800267	24.7413 N 88.2912 E
SRR14800268	24.7413 N 88.2912 E
SRR14800269	24.7413 N 88.2912 E
SRR14800270	24.7413 N 88.2912 E
SRR14800271	24.7413 N 88.2912 E
SRR14800272	22.8456 N 89.5403 E
SRR14800273	22.8456 N 89.5403 E
SRR14800274	22.5841 N 89.9720 E
SRR14800275	22.6602 N 89.7895 E
SRR14800276	23.5450 N 89.1726 E
SRR14800277	25.3290 N 89.5415 E
SRR14800278	23.8103 N 90.4125 E
SRR14800279	25.6279 N 88.6332 E
SRR14782875	35.0967 N 106.6313 W
SRR14782876	35.0967 N 106.6313 W
SRR14782877	35.0967 N 106.6313 W
SRR14782878	35.0967 N 106.6313 W
SRR14782879	35.0967 N 106.6313 W
SRR14782880	35.0967 N 106.6313 W
SRR14782881	35.0967 N 106.6313 W
SRR14782882	35.0967 N 106.6313 W
SRR14782883	35.0967 N 106.6313 W
SRR14782884	35.0967 N 106.6313 W
SRR14782885	35.0967 N 106.6313 W
SRR14782886	35.0967 N 106.6313 W
SRR14782887	35.0967 N 106.6313 W
SRR14782888	35.0967 N 106.6313 W
SRR14782889	35.0967 N 106.6313 W
SRR14782890	35.0967 N 106.6313 W
SRR14782891	35.0967 N 106.6313 W
SRR14782892	35.0967 N 106.6313 W
SRR14782893	35.0967 N 106.6313 W
SRR14782894	35.0967 N 106.6313 W
SRR14782895	35.0967 N 106.6313 W
SRR14782896	35.0967 N 106.6313 W
SRR14782897	35.0967 N 106.6313 W
SRR14782898	35.0967 N 106.6313 W
SRR14782899	35.0967 N 106.6313 W
SRR14782900	35.0967 N 106.6313 W
SRR14782901	35.0967 N 106.6313 W
SRR14782902	35.0967 N 106.6313 W
SRR14782903	35.0967 N 106.6313 W
SRR14782904	35.0967 N 106.6313 W
SRR14782905	35.0967 N 106.6313 W
SRR14782906	35.0967 N 106.6313 W
SRR14782907	35.0967 N 106.6313 W
SRR14782908	35.0967 N 106.6313 W
SRR14782909	35.0967 N 106.6313 W
SRR14782910	35.0967 N 106.6313 W
SRR14782911	35.0967 N 106.6313 W
SRR14782912	35.0967 N 106.6313 W
SRR14782913	35.0967 N 106.6313 W
SRR14782914	35.0967 N 106.6313 W
SRR14782915	35.0967 N 106.6313 W
SRR14782916	35.0967 N 106.6313 W
SRR14782917	35.0967 N 106.6313 W
SRR14782918	35.0967 N 106.6313 W
SRR14782919	35.0967 N 106.6313 W
SRR14782920	35.0967 N 106.6313 W
SRR14782921	35.0967 N 106.6313 W
SRR14782922	35.0967 N 106.6313 W
SRR14782923	35.0967 N 106.6313 W
SRR14782924	35.0967 N 106.6313 W
SRR14782925	35.0967 N 106.6313 W
SRR14782926	35.0967 N 106.6313 W
SRR14782927	35.0967 N 106.6313 W
SRR14782928	35.0967 N 106.6313 W
SRR14782929	35.0967 N 106.6313 W
SRR14782930	35.0967 N 106.6313 W
SRR14782931	35.0967 N 106.6313 W
SRR14782932	35.0967 N 106.6313 W
SRR14782933	35.0967 N 106.6313 W
SRR14782934	35.0967 N 106.6313 W
SRR14782935	35.0967 N 106.6313 W
SRR14782936	35.0967 N 106.6313 W
SRR14782937	35.0967 N 106.6313 W
SRR14782938	35.0967 N 106.6313 W
SRR14782939	35.0967 N 106.6313 W
SRR14782940	35.0967 N 106.6313 W
SRR14782941	35.0967 N 106.6313 W
SRR14782942	35.0967 N 106.6313 W
SRR14782943	35.0967 N 106.6313 W
SRR14782944	35.0967 N 106.6313 W
SRR14782945	35.0967 N 106.6313 W
SRR14782946	35.0967 N 106.6313 W
SRR14782947	35.0967 N 106.6313 W
SRR14782948	35.0967 N 106.6313 W
SRR14782949	35.0967 N 106.6313 W
SRR14782950	35.0967 N 106.6313 W
SRR14782951	35.0967 N 106.6313 W
SRR14782952	35.0967 N 106.6313 W
SRR14782953	35.0967 N 106.6313 W
SRR14782954	35.0967 N 106.6313 W
SRR14782955	35.0967 N 106.6313 W
SRR14782956	35.0967 N 106.6313 W
SRR14782957	35.0967 N 106.6313 W
SRR14782958	35.0967 N 106.6313 W
SRR14782959	35.0967 N 106.6313 W
SRR14782960	35.0967 N 106.6313 W
SRR14782961	35.0967 N 106.6313 W
SRR14782962	35.0967 N 106.6313 W
SRR14782963	35.0967 N 106.6313 W
SRR14778444	40.6741 N 111.9580 W
SRR14778445	40.6741 N 111.9580 W
SRR14778446	40.6741 N 111.9580 W
SRR14778447	40.6741 N 111.9580 W
SRR14778448	40.6741 N 111.9580 W
SRR14778449	40.6741 N 111.9580 W
SRR14778450	40.6741 N 111.9580 W
SRR14778451	40.6741 N 111.9580 W
