ACC	GENDER
SRR13039741	male
SRR13039742	female
SRR13039743	male
SRR13039744	male
SRR13039745	male
SRR13039746	female
SRR13039747	male
SRR13039748	female
SRR13039749	female
SRR13039750	male
SRR13039751	male
SRR13039752	male
SRR13039753	male
SRR13039754	female
SRR13039755	male
SRR13039756	female
SRR13039757	male
SRR13039758	male
SRR13039759	female
SRR13039760	female
SRR13039761	male
SRR13039762	male
SRR13039763	female
SRR13039764	female
SRR13039765	female
SRR13039766	male
SRR13039767	male
SRR13039768	male
SRR13039769	male
SRR13039770	male
SRR13039771	male
SRR13039772	male
SRR13039773	female
SRR13039774	male
SRR13039775	male
SRR13018847	male
SRR13018848	male
SRR13018849	male
SRR13018850	male
SRR13018851	male
SRR13018852	male
SRR13018853	male
SRR13018854	male
SRR13018855	male
SRR13018856	male
SRR13018857	female
SRR13018858	female
SRR13018859	female
SRR13018860	female
SRR13018861	female
SRR13018862	female
SRR13018863	male
SRR13018864	male
SRR13018865	female
SRR13018866	female
SRR13018867	female
SRR13018868	female
SRR13018869	female
SRR13018870	female
SRR13018871	female
SRR13018872	male
SRR13018873	male
SRR13018874	female
SRR13018875	female
SRR13018876	male
SRR13018877	male
SRR13018878	female
SRR13018879	female
SRR13018880	female
SRR13018881	male
SRR13018882	male
SRR13018883	female
SRR13018884	female
SRR13018885	female
SRR13018886	female
SRR13018887	male
SRR13018888	male
SRR13018889	female
SRR13018890	female
SRR13018891	female
SRR13018892	male
SRR13018893	male
SRR13018894	female
SRR13018895	female
SRR13018896	female
SRR13018897	female
SRR13018898	female
SRR13018899	female
SRR13018900	female
SRR13018901	female
SRR13018902	female
SRR13018903	female
SRR13018904	female
SRR13018905	female
SRR13018906	female
SRR13018907	female
SRR13018908	female
SRR13018909	female
SRR13018910	female
SRR13018911	male
SRR13018912	male
SRR13007738	male
SRR13007739	male
SRR13007740	female
SRR13007741	female
SRR13007742	male
SRR13007743	female
SRR13007744	male
SRR13007745	male
SRR13007746	female
SRR13007747	male
SRR13007748	male
SRR13007749	male
SRR13007750	female
SRR13007751	female
SRR13007752	female
SRR13007753	male
SRR13007754	male
SRR13007755	male
SRR13007756	male
SRR13007757	female
SRR13007758	female
SRR13007759	female
SRR13007760	female
SRR13007761	female
SRR13007762	female
SRR13007763	female
SRR13007764	male
SRR13007765	female
SRR13007766	male
SRR13007767	female
SRR13007768	female
SRR13007769	male
SRR13007770	female
SRR13007771	male
SRR13007772	female
SRR13007773	male
SRR13007774	male
SRR13007775	male
SRR13007776	female
SRR13007777	male
SRR13007778	male
SRR13007779	male
SRR13007780	male
SRR13007781	male
SRR13007782	female
SRR13007783	male
SRR13007784	male
SRR13007785	female
SRR13007786	female
SRR13007787	male
SRR13007788	female
SRR13007790	female
SRR13007791	male
SRR13007792	female
SRR13007793	female
SRR13007794	male
SRR13007795	female
SRR13007796	male
SRR13007797	male
SRR13007798	male
SRR13007799	female
SRR13007800	female
SRR13007801	male
SRR13007802	male
SRR13007803	male
SRR13007804	male
SRR13007805	male
SRR13007806	male
SRR13007807	male
SRR13007808	female
SRR13007809	male
SRR13007810	male
SRR13007811	female
SRR13007812	male
SRR13007813	male
SRR13007814	male
SRR13007815	female
SRR13007816	female
SRR13007817	female
SRR13007818	female
SRR13007819	male
SRR13007820	male
SRR13007821	male
SRR13007822	male
SRR13007823	male
SRR13007824	female
SRR13007825	male
SRR13004388	male
SRR13004389	male
SRR13004390	female
SRR13004391	female
SRR13004392	female
SRR13004393	female
SRR13004394	male
SRR13004395	male
SRR13004396	female
SRR13004397	female
SRR13004398	female
SRR13004399	female
SRR13004400	male
SRR13004401	female
SRR13004402	female
SRR13004403	male
SRR13004404	female
SRR13004405	female
SRR13004406	male
SRR13004407	female
SRR13004408	male
SRR13004409	female
SRR13004410	female
SRR13004411	male
SRR13004412	male
SRR13004413	male
SRR13004414	female
SRR13004415	female
SRR13004416	female
SRR13004417	female
SRR13004418	female
SRR13004419	female
SRR13004420	male
SRR13004421	female
SRR13004422	male
SRR13004423	male
SRR13004424	male
SRR13004425	male
SRR13004426	male
SRR13004427	female
SRR13004428	female
SRR13004429	female
SRR13004430	male
SRR13004431	female
SRR13004432	female
SRR13004433	female
SRR13004434	female
SRR13004435	female
SRR13004436	female
SRR13004437	male
SRR13004438	male
SRR13004439	male
SRR13004440	male
SRR13004441	female
SRR13004442	male
SRR13004443	male
SRR13004444	female
SRR13004445	male
SRR13004446	female
SRR13004447	male
SRR13004448	female
SRR13004449	female
SRR13004450	male
SRR13004451	male
SRR13004452	female
SRR13004453	male
SRR13004454	female
SRR13004455	female
SRR13004456	male
SRR13004457	female
SRR13004458	male
SRR13004459	female
SRR13004460	female
SRR13004461	female
SRR13004462	male
SRR13004463	male
SRR13001431	female
SRR13001432	female
SRR13001433	male
SRR13001434	female
SRR13001435	female
SRR13001436	female
SRR13001437	male
SRR13001438	male
SRR13001439	male
SRR13001440	male
SRR13001441	male
SRR13001442	male
SRR13001443	male
SRR13001444	female
SRR13001445	female
SRR13001446	male
SRR13001447	male
SRR13001448	male
SRR13001449	male
SRR13001450	male
SRR13001451	male
SRR13001452	male
SRR13001453	male
SRR13001454	female
SRR13001455	female
SRR13001456	male
SRR13001457	female
SRR13001458	male
SRR13001459	female
SRR13001460	female
SRR13001461	male
SRR13001462	female
SRR13001463	male
SRR13001464	female
SRR13001465	female
SRR13001466	male
SRR13001467	female
SRR13001468	female
SRR13001469	female
SRR13001470	female
SRR13001471	female
SRR13001472	female
SRR13001473	female
SRR13001474	male
SRR13001475	male
SRR13001476	female
SRR13001477	female
SRR13001478	male
SRR13001479	female
SRR13001480	female
SRR13001481	male
SRR13001482	female
SRR13001483	male
SRR13001484	female
SRR13001485	female
SRR13001486	female
SRR13001487	male
SRR13001488	male
SRR13001489	male
SRR13001490	female
SRR13001491	female
SRR13001492	female
SRR13001493	female
SRR13001494	female
SRR13001495	male
SRR13001496	male
SRR13001497	male
SRR13001498	female
SRR13001499	female
SRR13001500	male
SRR13001501	male
SRR13001502	female
SRR13001503	female
SRR13001504	female
SRR13001505	female
SRR13001506	male
SRR13001507	male
SRR13001508	male
SRR13001509	female
SRR13001510	male
SRR13001511	male
SRR13001512	male
SRR13001513	male
SRR13001514	male
SRR13001515	female
SRR13001516	male
SRR13001517	female
SRR13001518	female
SRR13001519	male
SRR13001520	male
SRR13001521	male
SRR13001522	female
SRR13001523	male
SRR13001524	female
SRR13001525	male
SRR13001526	male
SRR13001527	male
SRR13001528	male
SRR13001529	female
SRR13001530	female
SRR13001531	female
SRR13001532	female
SRR13001533	female
SRR13001534	male
SRR13001535	female
SRR13001536	female
SRR13001537	male
SRR13001538	male
SRR13001539	male
SRR13001540	male
SRR13001542	female
SRR13001543	male
SRR13001544	female
SRR13001545	female
SRR13001546	male
SRR13001547	male
SRR13001548	female
SRR13001549	female
SRR13001550	female
SRR13001551	male
SRR13001552	female
SRR13001553	male
SRR13001554	male
SRR13001555	female
SRR13001556	female
SRR13001557	female
SRR13001558	female
SRR13001559	female
SRR13001560	male
SRR13001561	female
SRR13001562	male
SRR13001563	female
SRR13001564	male
SRR13001565	female
SRR13001566	female
SRR13001567	male
SRR13001568	male
SRR13001569	female
SRR13001570	male
SRR13001571	male
SRR13001572	female
SRR13001573	male
SRR13001574	female
SRR13001575	male
SRR13001576	male
SRR13001577	female
SRR12983956	female
SRR12983957	male
SRR12983958	male
SRR12983959	female
SRR12983960	female
SRR12983961	female
SRR12983962	male
SRR12983963	male
SRR12983964	female
SRR12983965	female
SRR12983966	female
SRR12983967	female
SRR12983968	male
SRR12983970	male
SRR12983971	female
SRR12983972	male
SRR12983973	male
SRR12983974	male
SRR12983975	male
SRR12983976	male
SRR12983977	male
SRR12983978	female
SRR12983979	female
SRR12983980	female
SRR12983981	female
SRR12983982	female
SRR12983983	male
SRR12983984	female
SRR12983985	female
SRR12983986	female
SRR12983987	male
SRR12983988	female
SRR12983989	male
SRR12983990	male
SRR12983991	male
SRR12983992	male
SRR12983993	male
SRR12983994	female
SRR12983995	female
SRR12983996	male
SRR12983997	female
SRR12983998	female
SRR12983999	female
SRR12984000	male
SRR12984001	male
SRR12980649	male
SRR12980650	male
SRR12980651	male
SRR12980652	female
SRR12980653	female
SRR12980321	male
SRR12980322	female
SRR12980323	female
SRR12980324	male
SRR12980325	female
SRR12980326	female
SRR12980327	male
SRR12980328	female
SRR12980329	female
SRR12980330	female
SRR12980331	male
SRR12980332	female
SRR12980333	female
SRR12980334	male
SRR12980335	female
SRR12980336	female
SRR12980337	female
SRR12980338	female
SRR12980339	male
SRR12980340	female
SRR12980341	male
SRR12980342	male
SRR12980343	female
SRR12980344	female
SRR12980345	female
SRR12980346	female
SRR12980347	female
SRR12980348	female
SRR12980349	female
SRR12980350	female
SRR12980351	male
SRR12980352	female
SRR12980353	female
SRR12980354	male
SRR12980355	male
SRR12980356	female
SRR12980357	male
SRR12980358	male
SRR12980359	male
SRR12980360	male
SRR12980361	male
SRR12980362	female
SRR12980363	female
SRR12980364	male
SRR12980365	female
SRR12980366	male
SRR12980367	male
SRR12980368	male
SRR12980369	female
SRR12980370	male
SRR12980371	female
SRR12980372	male
SRR12980373	male
SRR12980374	female
SRR12980375	male
SRR12980376	female
SRR12980377	female
SRR12980378	female
SRR12980379	female
SRR12980380	male
SRR12980381	female
SRR12980382	female
SRR12980383	female
SRR12980384	female
SRR12980385	female
SRR12980386	male
SRR12980387	female
SRR12980388	male
SRR12980389	male
SRR12980390	female
SRR12980391	male
SRR12980392	female
SRR12980393	male
SRR12980394	female
SRR12980395	male
SRR12980396	female
SRR12980397	female
SRR12980398	male
SRR12980399	female
SRR12980400	female
SRR12980401	female
SRR12980402	male
SRR12980403	male
SRR12980404	male
SRR12980405	male
SRR12980406	female
SRR12980407	female
SRR12980408	male
SRR12980409	male
SRR12980410	male
SRR12980411	male
SRR12980412	female
SRR12980413	male
SRR12980414	female
SRR12980415	male
SRR12980416	male
SRR12980417	female
SRR12980418	male
SRR12980419	female
SRR12980420	female
SRR12980421	female
SRR12980422	male
SRR12980423	male
SRR12980424	male
SRR12980425	male
SRR12980426	male
SRR12975558	female
SRR12975559	male
SRR12975560	male
SRR12975561	female
SRR12975562	female
SRR12975563	female
SRR12975564	female
SRR12975565	male
SRR12975566	female
SRR12975567	female
SRR12975568	male
SRR12975569	male
SRR12975570	female
SRR12975571	male
SRR12975572	male
SRR12975573	male
SRR12975574	female
SRR12975575	male
SRR12975576	male
SRR12975577	female
SRR12975578	male
SRR12975579	male
SRR12975580	male
SRR12975581	male
SRR12975582	female
SRR12975583	female
SRR12975584	male
SRR12975585	female
SRR12975586	male
SRR12975587	female
SRR12975588	male
SRR12975589	female
SRR12975590	male
SRR12975591	male
SRR12975592	female
SRR12975593	female
SRR12975594	female
SRR12975595	female
SRR12975596	male
SRR12975597	female
SRR12975598	male
SRR12975599	female
SRR12975600	male
SRR12975601	male
SRR12975602	male
SRR12975603	male
SRR12975604	male
SRR12975605	female
SRR12975606	female
SRR12975607	female
SRR12975608	male
SRR12975609	female
SRR12975610	female
SRR12975611	female
SRR12975612	female
SRR12975613	female
SRR12975614	male
SRR12975615	male
SRR12975616	female
SRR12975617	female
SRR12975618	female
SRR12975619	female
SRR12975620	male
SRR12975621	male
SRR12975622	male
SRR12975623	male
SRR12975624	female
SRR12975625	male
SRR12975626	female
SRR12975627	female
SRR12975628	female
SRR12975629	male
SRR12975630	male
SRR12975631	male
SRR12975632	female
SRR12975633	female
SRR12975634	female
SRR12975635	female
SRR12975636	male
SRR12975637	male
SRR12975638	male
SRR12975639	male
SRR12975640	female
SRR12975641	male
SRR12975642	female
SRR12975643	female
SRR12975644	male
SRR12975645	female
SRR12975646	male
SRR12975647	male
SRR12975648	male
SRR12975649	male
SRR12975650	female
SRR12975651	female
SRR12975652	female
SRR12975653	female
SRR12975654	male
SRR12975655	male
SRR12975656	female
SRR12975657	female
SRR12975658	female
SRR12975659	female
SRR12975660	female
SRR12975661	female
SRR12975662	male
SRR12975663	female
SRR12975664	female
SRR12975665	female
SRR12975666	female
SRR12975667	female
SRR12975668	male
SRR12975669	female
SRR12975670	male
SRR12975671	male
SRR12975672	female
SRR12975673	female
SRR12975674	female
SRR12975675	male
SRR12975676	male
SRR12975677	male
SRR12975678	female
SRR12975679	male
SRR12975680	male
SRR12975681	female
SRR12975682	male
SRR12975683	female
SRR12975684	female
SRR12975685	female
SRR12975686	female
SRR12975687	female
SRR12975688	male
SRR12975689	female
SRR12975690	male
SRR12975691	male
SRR12975693	female
SRR12975694	female
SRR12975695	male
SRR12975696	female
SRR12919296	female
SRR12919297	female
SRR12919298	female
SRR12919299	female
SRR12919300	female
SRR12919301	male
SRR12919302	female
SRR12919303	female
SRR12896065	male
SRR12896066	male
SRR12896067	male
SRR12896068	female
SRR12896070	male
SRR12896071	male
SRR12896072	female
SRR12896073	male
SRR12896075	female
SRR12896076	female
SRR12896077	female
SRR12896078	female
SRR12896079	male
SRR12896080	male
SRR12896081	male
SRR12896082	male
SRR12896083	male
SRR12896084	female
SRR12896086	female
SRR12896088	female
SRR12896089	female
SRR12896090	male
SRR12896091	female
SRR12896092	male
SRR12896093	male
SRR12896094	female
SRR12896095	female
SRR12896096	male
SRR12896097	female
SRR12896098	male
SRR12896099	male
SRR12896100	female
SRR12896101	female
SRR12896102	female
SRR12896103	female
SRR12896104	female
SRR12896105	male
SRR12896106	male
SRR12896107	male
SRR12896108	male
SRR12896109	male
SRR12896110	male
SRR12896111	female
SRR12896112	female
SRR12896113	female
SRR12896114	female
SRR12896115	female
SRR12896117	male
SRR12896118	male
SRR12896119	male
SRR12896120	male
SRR12896121	male
SRR12896123	female
SRR12896125	female
SRR12896126	female
SRR12896127	male
SRR12896128	male
SRR12896129	male
SRR12896130	male
SRR12896131	male
SRR12896132	female
SRR12896133	female
SRR12896134	male
SRR12896135	female
SRR12896136	female
SRR12896137	male
SRR12896138	male
SRR12896139	female
SRR12896140	male
SRR12896141	male
SRR12896143	female
SRR12896144	female
SRR12896145	female
SRR12896146	male
SRR12896147	female
SRR12896148	female
SRR12896149	female
SRR12896150	male
SRR12896152	male
SRR12896153	female
SRR12896154	female
SRR12896155	female
SRR12896156	female
SRR12896158	female
SRR12896159	male
SRR12896160	female
SRR12896161	female
SRR12896162	male
SRR12896164	female
SRR12896165	female
SRR12896166	female
SRR12896167	male
SRR12896168	female
SRR12896169	male
SRR12896170	female
SRR12896171	female
SRR12896172	female
SRR12896174	male
SRR12896175	female
SRR12896176	male
SRR12896177	male
SRR12896178	male
SRR12896179	male
SRR12896180	male
SRR12896181	male
SRR12896182	male
SRR12896183	female
SRR12896184	male
SRR12896186	male
SRR12896188	male
SRR12896189	female
SRR12896190	female
SRR12896191	male
SRR12896193	female
SRR12896194	female
SRR12896195	female
SRR12896196	male
SRR12896197	male
SRR12896198	female
SRR12896201	female
SRR12896202	male
SRR12896203	male
SRR12896204	male
SRR12896205	male
SRR12896206	female
SRR12896207	female
SRR12896208	male
SRR12896209	female
SRR12896210	male
SRR12896211	male
SRR12896212	male
SRR12896213	male
SRR12896214	female
SRR12896215	female
SRR12896217	male
SRR12896218	female
SRR12896219	male
SRR12896220	female
SRR12896221	male
SRR12896222	male
SRR12896223	male
SRR12896224	male
SRR12896225	female
SRR12896226	female
SRR12896228	male
SRR12896229	female
SRR12896230	female
SRR12896232	male
SRR12896233	male
SRR12896234	male
SRR12896235	female
SRR12896237	female
SRR12896238	male
SRR12896239	male
SRR12896240	female
SRR12896241	female
SRR12896242	female
SRR12896243	male
SRR12896244	male
SRR12896245	female
SRR12896246	female
SRR12896247	female
SRR12896248	male
SRR12896249	male
SRR12896251	male
SRR12896252	female
SRR12896254	female
SRR12896255	female
SRR12896256	male
SRR12896257	male
SRR12896258	male
SRR12896260	female
SRR12896262	female
SRR12896263	male
SRR12896264	male
SRR12896265	female
SRR12896266	male
SRR12896267	male
SRR12896268	male
SRR12896269	male
SRR12896270	male
SRR12896271	female
SRR12896272	female
SRR12896273	female
SRR12896274	female
SRR12896275	male
SRR12896276	male
SRR12896277	male
SRR12896278	female
SRR12896279	male
SRR12896280	female
SRR12896281	male
SRR12896282	female
SRR12896284	male
SRR12896285	male
SRR12896286	female
SRR12896287	female
SRR12896289	male
SRR12896290	male
SRR12896291	female
SRR12896293	female
SRR12896294	male
SRR12896295	female
SRR12896296	male
SRR12896297	male
SRR12896298	female
SRR12896299	male
SRR12896300	male
SRR12896302	male
SRR12896303	female
SRR12896304	male
SRR12896305	female
SRR12896306	female
SRR12896307	male
SRR12896308	female
SRR12896309	female
SRR12896310	female
SRR12896312	male
SRR12896313	male
SRR12896314	male
SRR12896315	male
SRR12896316	male
SRR12896317	female
SRR12896318	female
SRR12896319	male
SRR12895810	male
SRR12895811	female
SRR12895812	female
SRR12895813	female
SRR12895814	female
SRR12895815	male
SRR12895816	male
SRR12895817	male
SRR12895818	male
SRR12895819	female
SRR12895820	male
SRR12895821	male
SRR12895823	male
SRR12895824	male
SRR12895826	male
SRR12895827	female
SRR12895828	male
SRR12895829	male
SRR12895830	male
SRR12895831	male
SRR12895832	male
SRR12895834	male
SRR12895835	male
SRR12895836	male
SRR12895837	male
SRR12895838	female
SRR12895839	female
SRR12895840	female
SRR12895841	female
SRR12895842	female
SRR12895843	female
SRR12895844	male
SRR12895845	female
SRR12895847	female
SRR12895848	female
SRR12895849	female
SRR12895850	male
SRR12895851	male
SRR12895852	female
SRR12895853	male
SRR12895855	female
SRR12895856	female
SRR12895858	female
SRR12895859	female
SRR12895860	male
SRR12895861	male
SRR12895862	male
SRR12895863	female
SRR12895864	female
SRR12895865	male
SRR12895866	male
SRR12895867	male
SRR12895868	female
SRR12895869	male
SRR12895870	female
SRR12895871	male
SRR12895872	female
SRR12895873	female
SRR12895874	male
SRR12895875	female
SRR12895876	male
SRR12895877	female
SRR12895878	female
SRR12895879	female
SRR12895880	female
SRR12895881	male
SRR12895882	male
SRR12895883	male
SRR12895884	male
SRR12895885	female
SRR12895886	male
SRR12895887	female
SRR12895888	male
SRR12895889	male
SRR12895890	female
SRR12895891	male
SRR12895892	female
SRR12895893	male
SRR12895894	male
SRR12895896	female
SRR12895897	male
SRR12895898	female
SRR12895900	female
SRR12895901	female
SRR12895902	female
SRR12895903	female
SRR12895904	male
SRR12895905	male
SRR12895906	male
SRR12895907	female
SRR12895908	male
SRR12895909	female
SRR12895910	male
SRR12895911	female
SRR12895912	male
SRR12895916	male
SRR12895917	male
SRR12895918	female
SRR12895919	male
SRR12895920	male
SRR12895921	male
SRR12895922	female
SRR12895923	female
SRR12895924	male
SRR12895925	male
SRR12895927	female
SRR12895928	female
SRR12895930	female
SRR12895931	male
SRR12895932	female
SRR12895933	male
SRR12895934	female
SRR12895935	male
SRR12895937	female
SRR12895938	male
SRR12895939	female
SRR12895940	male
SRR12895941	male
SRR12895942	male
SRR12895943	male
SRR12895944	male
SRR12895945	female
SRR12895946	female
SRR12895947	female
SRR12895948	male
SRR12895949	female
SRR12895950	female
SRR12895951	male
SRR12895952	male
SRR12895954	female
SRR12895955	male
SRR12895956	female
SRR12895957	female
SRR12895958	male
SRR12895959	female
SRR12895960	female
SRR12895961	male
SRR12895962	male
SRR12895964	male
SRR12895965	female
SRR12895967	male
SRR12895968	female
SRR12895969	male
SRR12895970	female
SRR12895971	male
SRR12895972	male
SRR12895973	female
SRR12895974	male
SRR12895975	female
SRR12895976	male
SRR12895977	female
SRR12895978	male
SRR12895979	female
SRR12895980	female
SRR12895981	female
SRR12895982	female
SRR12895985	female
SRR12895986	female
SRR12895987	female
SRR12895988	male
SRR12895989	male
SRR12895990	female
SRR12895991	male
SRR12895992	female
SRR12895993	female
SRR12895994	female
SRR12895995	female
SRR12895997	female
SRR12895998	male
SRR12895999	female
SRR12896000	female
SRR12896001	male
SRR12896002	male
SRR12896003	male
SRR12896005	female
SRR12896006	female
SRR12896007	male
SRR12896008	male
SRR12896009	male
SRR12896010	male
SRR12896011	male
SRR12896013	male
SRR12896014	male
SRR12896015	female
SRR12896016	male
SRR12896017	male
SRR12896018	female
SRR12896019	male
SRR12896020	female
SRR12896021	male
SRR12896022	female
SRR12896024	female
SRR12896025	female
SRR12896026	male
SRR12896027	male
SRR12896028	female
SRR12896029	male
SRR12896030	female
SRR12896031	female
SRR12896032	male
SRR12896035	female
SRR12896036	male
SRR12896037	male
SRR12896039	male
SRR12896040	female
SRR12896041	female
SRR12896042	male
SRR12896043	female
SRR12896045	female
SRR12896046	male
SRR12896047	female
SRR12896049	female
SRR12896050	female
SRR12896051	male
SRR12896052	female
SRR12896053	female
SRR12896054	female
SRR12896055	male
SRR12896056	female
SRR12896057	male
SRR12896058	female
SRR12896059	female
SRR12896060	female
SRR12896061	female
SRR12896062	female
SRR12896063	female
SRR12896064	female
SRR12895555	female
SRR12895556	male
SRR12895557	female
SRR12895558	male
SRR12895559	male
SRR12895560	female
SRR12895562	female
SRR12895564	male
SRR12895565	female
SRR12895567	female
SRR12895568	male
SRR12895569	female
SRR12895570	male
SRR12895571	male
SRR12895572	female
SRR12895573	female
SRR12895574	male
SRR12895575	male
SRR12895576	male
SRR12895577	female
SRR12895578	female
SRR12895579	female
SRR12895580	female
SRR12895581	female
SRR12895582	male
SRR12895583	male
SRR12895584	male
SRR12895585	male
SRR12895586	male
SRR12895587	female
SRR12895588	male
SRR12895589	female
SRR12895590	female
SRR12895591	male
SRR12895592	female
SRR12895593	male
SRR12895594	female
SRR12895595	female
SRR12895596	male
SRR12895597	female
SRR12895598	male
SRR12895600	male
SRR12895602	male
SRR12895603	male
SRR12895604	male
SRR12895606	male
SRR12895609	male
SRR12895610	female
SRR12895611	female
SRR12895612	female
SRR12895613	female
SRR12895614	female
SRR12895615	female
SRR12895616	female
SRR12895617	female
SRR12895618	female
SRR12895619	female
SRR12895620	female
SRR12895621	female
SRR12895622	female
SRR12895623	male
SRR12895624	female
SRR12895625	female
SRR12895626	male
SRR12895627	female
SRR12895628	female
SRR12895629	female
SRR12895630	male
SRR12895632	male
SRR12895633	female
SRR12895634	male
SRR12895635	female
SRR12895636	female
SRR12895637	male
SRR12895638	male
SRR12895639	female
SRR12895640	female
SRR12895641	male
SRR12895642	female
SRR12895643	female
SRR12895644	female
SRR12895645	female
SRR12895646	male
SRR12895647	female
SRR12895648	male
SRR12895649	male
SRR12895650	female
SRR12895651	male
SRR12895652	female
SRR12895653	female
SRR12895654	female
SRR12895655	female
SRR12895656	female
SRR12895657	female
SRR12895658	male
SRR12895660	male
SRR12895661	female
SRR12895662	male
SRR12895663	female
SRR12895664	female
SRR12895666	female
SRR12895667	female
SRR12895668	male
SRR12895669	female
SRR12895670	male
SRR12895671	male
SRR12895672	male
SRR12895673	male
SRR12895674	female
SRR12895675	male
SRR12895676	female
SRR12895677	female
SRR12895678	male
SRR12895679	female
SRR12895680	female
SRR12895681	female
SRR12895682	male
SRR12895684	male
SRR12895685	female
SRR12895686	male
SRR12895687	male
SRR12895688	male
SRR12895689	male
SRR12895690	male
SRR12895691	male
SRR12895692	male
SRR12895693	female
SRR12895694	male
SRR12895695	female
SRR12895696	male
SRR12895697	male
SRR12895698	male
SRR12895699	female
SRR12895700	male
SRR12895701	female
SRR12895702	female
SRR12895703	male
SRR12895704	male
SRR12895705	female
SRR12895706	female
SRR12895707	male
SRR12895708	male
SRR12895709	female
SRR12895710	female
SRR12895711	male
SRR12895712	female
SRR12895713	male
SRR12895714	male
SRR12895717	male
SRR12895718	female
SRR12895719	female
SRR12895720	male
SRR12895721	female
SRR12895723	male
SRR12895724	female
SRR12895725	female
SRR12895726	male
SRR12895728	male
SRR12895729	male
SRR12895730	male
SRR12895731	female
SRR12895732	female
SRR12895733	male
SRR12895734	male
SRR12895735	female
SRR12895736	male
SRR12895737	male
SRR12895738	female
SRR12895739	female
SRR12895740	female
SRR12895741	female
SRR12895742	female
SRR12895743	female
SRR12895744	female
SRR12895746	female
SRR12895748	female
SRR12895749	female
SRR12895750	male
SRR12895751	male
SRR12895753	female
SRR12895754	male
SRR12895755	male
SRR12895756	male
SRR12895757	female
SRR12895758	male
SRR12895759	male
SRR12895760	male
SRR12895761	male
SRR12895762	male
SRR12895763	male
SRR12895764	female
SRR12895765	male
SRR12895766	female
SRR12895768	female
SRR12895769	female
SRR12895770	female
SRR12895771	female
SRR12895772	female
SRR12895773	male
SRR12895775	male
SRR12895776	male
SRR12895777	male
SRR12895778	female
SRR12895779	male
SRR12895780	male
SRR12895781	female
SRR12895784	male
SRR12895785	male
SRR12895786	female
SRR12895787	female
SRR12895789	male
SRR12895790	female
SRR12895791	male
SRR12895792	female
SRR12895793	male
SRR12895794	female
SRR12895795	male
SRR12895796	female
SRR12895797	male
SRR12895798	male
SRR12895799	female
SRR12895800	male
SRR12895802	female
SRR12895803	female
SRR12895804	female
SRR12895805	male
SRR12895807	male
SRR12895808	female
SRR12895809	male
SRR12895320	female
SRR12895321	male
SRR12895322	male
SRR12895323	female
SRR12895324	male
SRR12895326	female
SRR12895327	female
SRR12895328	female
SRR12895329	female
SRR12895330	female
SRR12895331	female
SRR12895332	female
SRR12895333	male
SRR12895334	female
SRR12895335	female
SRR12895336	female
SRR12895337	female
SRR12895338	male
SRR12895339	female
SRR12895340	male
SRR12895341	female
SRR12895342	male
SRR12895343	female
SRR12895344	female
SRR12895345	female
SRR12895346	female
SRR12895347	male
SRR12895348	female
SRR12895349	female
SRR12895350	female
SRR12895351	male
SRR12895352	male
SRR12895353	male
SRR12895354	female
SRR12895356	male
SRR12895357	female
SRR12895358	male
SRR12895360	female
SRR12895361	female
SRR12895362	female
SRR12895363	female
SRR12895364	male
SRR12895365	female
SRR12895366	female
SRR12895367	male
SRR12895368	male
SRR12895369	female
SRR12895370	male
SRR12895372	female
SRR12895373	male
SRR12895374	male
SRR12895375	male
SRR12895377	female
SRR12895378	male
SRR12895379	female
SRR12895380	female
SRR12895381	female
SRR12895382	female
SRR12895383	male
SRR12895384	male
SRR12895385	female
SRR12895386	female
SRR12895387	female
SRR12895388	male
SRR12895389	male
SRR12895391	male
SRR12895392	male
SRR12895393	male
SRR12895394	female
SRR12895395	male
SRR12895396	female
SRR12895398	female
SRR12895399	male
SRR12895400	male
SRR12895401	female
SRR12895402	female
SRR12895403	male
SRR12895404	female
SRR12895405	female
SRR12895406	male
SRR12895407	male
SRR12895408	male
SRR12895409	female
SRR12895410	female
SRR12895411	male
SRR12895412	female
SRR12895413	female
SRR12895414	male
SRR12895415	female
SRR12895416	male
SRR12895418	female
SRR12895420	female
SRR12895421	female
SRR12895422	female
SRR12895423	male
SRR12895424	female
SRR12895425	male
SRR12895426	female
SRR12895427	female
SRR12895428	male
SRR12895429	male
SRR12895430	female
SRR12895431	male
SRR12895433	male
SRR12895434	female
SRR12895435	female
SRR12895436	female
SRR12895437	female
SRR12895438	male
SRR12895439	female
SRR12895440	female
SRR12895441	female
SRR12895442	female
SRR12895443	male
SRR12895444	female
SRR12895445	male
SRR12895446	male
SRR12895447	female
SRR12895449	male
SRR12895450	female
SRR12895451	female
SRR12895452	female
SRR12895453	male
SRR12895454	female
SRR12895455	female
SRR12895456	male
SRR12895457	male
SRR12895460	female
SRR12895461	female
SRR12895462	male
SRR12895464	male
SRR12895465	male
SRR12895466	female
SRR12895467	male
SRR12895468	female
SRR12895469	male
SRR12895470	male
SRR12895471	male
SRR12895472	male
SRR12895473	male
SRR12895474	male
SRR12895475	female
SRR12895476	female
SRR12895477	male
SRR12895478	female
SRR12895479	female
SRR12895480	male
SRR12895481	male
SRR12895482	male
SRR12895483	female
SRR12895484	female
SRR12895485	male
SRR12895486	female
SRR12895488	male
SRR12895489	male
SRR12895490	female
SRR12895491	male
SRR12895492	female
SRR12895493	male
SRR12895495	female
SRR12895496	female
