ACC	AGE
SRR13130220	24
SRR13130221	67
SRR13130222	31
SRR13130223	95
SRR13130224	85
SRR13130225	24
SRR13130227	82
SRR13130228	60
SRR13130229	33
SRR13130230	42
SRR13130232	27
SRR13130233	54
SRR13130234	39
SRR13130236	85
SRR13130237	85
SRR13130238	20
SRR13130239	59
SRR13130241	44
SRR13130242	25
SRR13130243	34
SRR13130244	26
SRR13130245	20
SRR13130246	60
SRR13130247	44
SRR13130248	93
SRR13130250	18
SRR13130252	34
SRR13130253	54
SRR13130254	18
SRR13130255	23
SRR13130256	31
SRR13130258	32
SRR13130259	29
SRR13130261	53
SRR13130262	32
SRR13130263	19
SRR13130264	22
SRR13130265	40
SRR13130267	66
SRR13130268	55
SRR13130269	28
SRR13130270	62
SRR13130271	56
SRR13130272	48
SRR13130273	77
SRR13130274	56
SRR13130276	75
SRR13130277	54
SRR13130278	29
SRR13130279	90
SRR13130280	72
SRR13130281	54
SRR13130282	79
SRR13130283	46
SRR13130284	37
SRR13130285	83
SRR13130286	18
SRR13130287	41
SRR13130288	22
SRR13130289	45
SRR13130290	35
SRR13130291	35
SRR13130292	55
SRR13130293	52
SRR13130294	58
SRR13130295	71
SRR13130296	39
SRR13130297	64
SRR13130298	25
SRR13130299	35
SRR13130300	84
SRR13130303	19
SRR13130304	34
SRR13130307	24
SRR13130308	71
SRR13130309	60
SRR13130310	31
SRR13130311	38
SRR13130312	23
SRR13130313	72
SRR13130315	53
SRR13130318	30
SRR13130320	25
SRR13130321	24
SRR13130322	30
SRR13130324	22
SRR13130325	57
SRR13130328	35
SRR13130329	60
SRR13130330	36
SRR13130331	43
SRR13130332	69
SRR13130333	34
SRR13130334	96
SRR13130335	64
SRR13130336	39
SRR13130337	23
SRR13130338	22
SRR13130340	84
SRR13130341	27
SRR13130342	43
SRR13130344	39
SRR13130345	32
SRR13130347	91
SRR13130348	59
SRR13130349	68
SRR13130350	21
SRR13130352	27
SRR13130353	24
SRR13130354	45
SRR13130355	80
SRR13130356	46
SRR13130358	35
SRR13130359	21
SRR13130360	99
SRR13130361	45
SRR13130362	30
SRR13130363	68
SRR13130365	88
SRR13130367	53
SRR13130368	73
SRR13130369	73
SRR13130370	44
SRR13130371	46
SRR13130372	53
SRR13130373	31
SRR13130374	21
SRR13130376	46
SRR13130378	83
SRR13130379	43
SRR13130380	52
SRR13130381	42
SRR13130384	23
SRR13130385	21
SRR13130386	51
SRR13129899	25
SRR13129900	56
SRR13129901	19
SRR13129902	89
SRR13129903	42
SRR13129905	48
SRR13129907	87
SRR13129909	56
SRR13129910	20
SRR13129911	33
SRR13129912	22
SRR13129913	49
SRR13129914	75
SRR13129915	23
SRR13129918	26
SRR13129919	44
SRR13129922	89
SRR13129923	39
SRR13129924	70
SRR13129925	28
SRR13129926	86
SRR13129927	47
SRR13129928	30
SRR13129929	91
SRR13129930	88
SRR13129931	69
SRR13129932	64
SRR13129933	41
SRR13129934	30
SRR13129935	33
SRR13129936	23
SRR13129937	36
SRR13129938	88
SRR13129939	18
SRR13129940	48
SRR13129943	32
SRR13129944	54
SRR13129945	37
SRR13129946	38
SRR13129947	23
SRR13129948	30
SRR13129950	89
SRR13129952	36
SRR13129953	86
SRR13129954	55
SRR13129955	86
SRR13129957	40
SRR13129959	41
SRR13129961	84
SRR13129962	28
SRR13129964	33
SRR13129965	21
SRR13129966	59
SRR13129967	42
SRR13129968	39
SRR13129969	90
SRR13129970	29
SRR13129971	38
SRR13129973	33
SRR13129974	46
SRR13129975	31
SRR13129976	34
SRR13129977	46
SRR13129978	31
SRR13129979	54
SRR13129980	94
SRR13129981	22
SRR13129983	22
SRR13129984	57
SRR13129985	92
SRR13129986	56
SRR13129987	52
SRR13129988	57
SRR13129989	47
SRR13129990	57
SRR13129991	24
SRR13129992	30
SRR13129993	20
SRR13129994	23
SRR13129995	19
SRR13129996	38
SRR13129997	75
SRR13129998	46
SRR13129999	45
SRR13130000	85
SRR13130001	26
SRR13130002	20
SRR13130003	76
SRR13130005	23
SRR13130006	33
SRR13130007	36
SRR13130009	70
SRR13130010	26
SRR13130012	56
SRR13130013	33
SRR13130014	28
SRR13130017	18
SRR13130018	45
SRR13130019	36
SRR13130020	28
SRR13130021	59
SRR13130022	78
SRR13130023	52
SRR13130024	39
SRR13130025	71
SRR13130026	92
SRR13130028	86
SRR13130029	23
SRR13130030	33
SRR13130031	19
SRR13130032	35
SRR13130033	31
SRR13130034	38
SRR13130035	54
SRR13130038	35
SRR13130039	27
SRR13130040	48
SRR13130041	96
SRR13130042	45
SRR13130044	80
SRR13130045	43
SRR13130046	33
SRR13130047	71
SRR13130049	31
SRR13130051	65
SRR13130052	25
SRR13130053	87
SRR13130054	74
SRR13130055	75
SRR13130056	50
SRR13130058	32
SRR13130059	45
SRR13130061	29
SRR13130062	27
SRR13130064	42
SRR13130065	56
SRR13130066	54
SRR13130067	24
SRR13130068	74
SRR13130069	70
SRR13130070	54
SRR13130071	34
SRR13130072	22
SRR13130073	24
SRR13130074	37
SRR13130075	28
SRR13130076	42
SRR13130079	77
SRR13130080	40
SRR13130081	61
SRR13130082	53
SRR13130083	33
SRR13130084	70
SRR13130085	27
SRR13130086	43
SRR13130087	62
SRR13130088	43
SRR13130089	86
SRR13130090	44
SRR13130091	40
SRR13130092	35
SRR13130093	23
SRR13130095	33
SRR13130096	58
SRR13130097	61
SRR13130098	21
SRR13130099	28
SRR13130103	50
SRR13130104	39
SRR13130107	78
SRR13130108	34
SRR13130109	27
SRR13130110	83
SRR13130111	27
SRR13130112	56
SRR13130113	34
SRR13130114	29
SRR13130115	49
SRR13130117	34
SRR13130118	48
SRR13130119	53
SRR13130120	29
SRR13130121	79
SRR13130122	32
SRR13130123	21
SRR13130124	35
SRR13130125	22
SRR13130127	19
SRR13130128	81
SRR13130129	27
SRR13130130	24
SRR13130131	33
SRR13130132	46
SRR13130133	87
SRR13130135	28
SRR13130138	53
SRR13130139	90
SRR13130140	39
SRR13130141	27
SRR13130143	46
SRR13130144	20
SRR13130145	77
SRR13130146	85
SRR13130147	20
SRR13130148	39
SRR13130149	56
SRR13130150	21
SRR13130151	93
SRR13130152	89
SRR13129643	27
SRR13129644	32
SRR13129645	46
SRR13129646	39
SRR13129647	25
SRR13129648	48
SRR13129649	35
SRR13129650	28
SRR13129651	77
SRR13129652	28
SRR13129653	54
SRR13129654	18
SRR13129655	60
SRR13129657	88
SRR13129658	22
SRR13129659	38
SRR13129661	73
SRR13129663	38
SRR13129664	54
SRR13129665	94
SRR13129666	53
SRR13129667	55
SRR13129669	88
SRR13129670	31
SRR13129671	90
SRR13129672	60
SRR13129673	52
SRR13129674	27
SRR13129675	25
SRR13129676	37
SRR13129677	100
SRR13129678	45
SRR13129679	82
SRR13129681	50
SRR13129682	40
SRR13129684	25
SRR13129685	30
SRR13129686	67
SRR13129687	50
SRR13129690	19
SRR13129691	34
SRR13129692	52
SRR13129693	38
SRR13129694	20
SRR13129695	50
SRR13129696	48
SRR13129697	29
SRR13129699	27
SRR13129700	19
SRR13129701	26
SRR13129702	35
SRR13129703	73
SRR13129704	32
SRR13129705	87
SRR13129706	18
SRR13129707	22
SRR13129708	86
SRR13129710	26
SRR13129711	58
SRR13129712	40
SRR13129714	47
SRR13129715	31
SRR13129716	48
SRR13129717	22
SRR13129718	40
SRR13129719	25
SRR13129720	54
SRR13129721	85
SRR13129723	66
SRR13129724	48
SRR13129725	37
SRR13129726	62
SRR13129727	24
SRR13129728	35
SRR13129729	41
SRR13129730	26
SRR13129731	38
SRR13129732	63
SRR13129734	51
SRR13129737	19
SRR13129738	27
SRR13129739	35
SRR13129740	43
SRR13129741	92
SRR13129742	67
SRR13129743	25
SRR13129744	78
SRR13129745	68
SRR13129747	92
SRR13129749	83
SRR13129750	28
SRR13129751	53
SRR13129752	45
SRR13129753	35
SRR13129754	21
SRR13129755	75
SRR13129756	69
SRR13129757	72
SRR13129758	42
SRR13129759	27
SRR13129760	61
SRR13129761	22
SRR13129762	86
SRR13129763	26
SRR13129765	60
SRR13129766	30
SRR13129767	46
SRR13129768	25
SRR13129769	66
SRR13129770	21
SRR13129771	36
SRR13129772	63
SRR13129773	49
SRR13129774	32
SRR13129775	55
SRR13129776	19
SRR13129777	20
SRR13129778	41
SRR13129779	52
SRR13129780	24
SRR13129781	46
SRR13129782	46
SRR13129783	89
SRR13129785	48
SRR13129786	24
SRR13129790	32
SRR13129791	53
SRR13129792	31
SRR13129793	35
SRR13129794	73
SRR13129795	94
SRR13129796	80
SRR13129797	47
SRR13129798	71
SRR13129800	87
SRR13129802	49
SRR13129805	57
SRR13129806	29
SRR13129808	46
SRR13129809	37
SRR13129810	29
SRR13129811	31
SRR13129813	37
SRR13129815	23
SRR13129816	76
SRR13129818	26
SRR13129819	20
SRR13129820	62
SRR13129822	95
SRR13129823	88
SRR13129824	37
SRR13129825	40
SRR13129826	21
SRR13129827	27
SRR13129828	20
SRR13129829	49
SRR13129830	18
SRR13129831	19
SRR13129832	26
SRR13129833	26
SRR13129834	56
SRR13129837	67
SRR13129838	33
SRR13129839	37
SRR13129840	20
SRR13129841	76
SRR13129843	47
SRR13129844	38
SRR13129845	19
SRR13129847	92
SRR13129849	22
SRR13129851	77
SRR13129852	55
SRR13129853	64
SRR13129854	56
SRR13129856	27
SRR13129858	32
SRR13129859	33
SRR13129860	49
SRR13129861	95
SRR13129862	48
SRR13129863	22
SRR13129864	27
SRR13129865	74
SRR13129867	91
SRR13129868	42
SRR13129869	37
SRR13129870	29
SRR13129871	58
SRR13129872	26
SRR13129873	88
SRR13129874	77
SRR13129875	28
SRR13129876	81
SRR13129877	33
SRR13129878	28
SRR13129879	53
SRR13129880	57
SRR13129881	66
SRR13129882	88
SRR13129883	38
SRR13129885	32
SRR13129886	26
SRR13129888	24
SRR13129889	28
SRR13129890	57
SRR13129891	43
SRR13129892	26
SRR13129894	29
SRR13129895	20
SRR13129896	28
SRR13129897	35
SRR13129388	71
SRR13129389	20
SRR13129390	75
SRR13129392	20
SRR13129393	49
SRR13129395	25
SRR13129397	82
SRR13129398	32
SRR13129399	48
SRR13129400	32
SRR13129401	92
SRR13129402	74
SRR13129403	80
SRR13129404	28
SRR13129405	54
SRR13129406	26
SRR13129407	43
SRR13129408	78
SRR13129409	31
SRR13129410	77
SRR13129412	87
SRR13129413	30
SRR13129414	55
SRR13129416	29
SRR13129417	59
SRR13129418	68
SRR13129419	23
SRR13129420	40
SRR13129421	33
SRR13129422	18
SRR13129423	25
SRR13129425	33
SRR13129426	58
SRR13129427	60
SRR13129429	56
SRR13129430	50
SRR13129431	70
SRR13129433	54
SRR13129434	53
SRR13129435	45
SRR13129438	23
SRR13129439	25
SRR13129440	92
SRR13129442	39
SRR13129443	57
SRR13129446	31
SRR13129448	27
SRR13129449	32
SRR13129453	25
SRR13129455	30
SRR13129456	40
SRR13129457	76
SRR13129458	20
SRR13129459	78
SRR13129461	63
SRR13129462	20
SRR13129463	83
SRR13129464	62
SRR13129465	33
SRR13129466	23
SRR13129467	93
SRR13129468	50
SRR13129469	80
SRR13129471	23
SRR13129472	37
SRR13129473	51
SRR13129474	36
SRR13129475	32
SRR13129477	45
SRR13129478	63
SRR13129479	25
SRR13129480	54
SRR13129482	37
SRR13129483	64
SRR13129484	29
SRR13129485	45
SRR13129486	24
SRR13129487	27
SRR13129488	30
SRR13129490	70
SRR13129491	51
SRR13129492	42
SRR13129493	30
SRR13129495	35
SRR13129496	35
SRR13129497	25
SRR13129498	73
SRR13129499	37
SRR13129500	28
SRR13129503	39
SRR13129504	79
SRR13129506	36
SRR13129507	19
SRR13129509	19
SRR13129510	22
SRR13129511	33
SRR13129512	19
SRR13129513	46
SRR13129514	26
SRR13129516	47
SRR13129517	96
SRR13129518	38
SRR13129519	26
SRR13129520	48
SRR13129521	47
SRR13129522	32
SRR13129524	50
SRR13129525	34
SRR13129526	54
SRR13129529	19
SRR13129530	90
SRR13129533	33
SRR13129534	34
SRR13129535	30
SRR13129536	28
SRR13129537	26
SRR13129538	41
SRR13129540	81
SRR13129541	82
SRR13129542	38
SRR13129543	87
SRR13129544	34
SRR13129545	32
SRR13129546	29
SRR13129547	37
SRR13129549	87
SRR13129550	26
SRR13129552	44
SRR13129553	63
SRR13129554	71
SRR13129555	34
SRR13129556	19
SRR13129557	26
SRR13129558	30
SRR13129559	46
SRR13129560	89
SRR13129561	22
SRR13129562	27
SRR13129563	24
SRR13129565	61
SRR13129566	23
SRR13129568	41
SRR13129569	25
SRR13129570	51
SRR13129574	35
SRR13129575	32
SRR13129576	37
SRR13129577	41
SRR13129578	36
SRR13129580	46
SRR13129582	52
SRR13129584	92
SRR13129585	39
SRR13129586	30
SRR13129587	57
SRR13129588	45
SRR13129589	90
SRR13129590	77
SRR13129591	23
SRR13129592	29
SRR13129593	21
SRR13129594	64
SRR13129595	18
SRR13129596	95
SRR13129597	81
SRR13129598	27
SRR13129599	27
SRR13129600	40
SRR13129601	91
SRR13129602	49
SRR13129603	98
SRR13129605	42
SRR13129606	41
SRR13129607	57
SRR13129608	35
SRR13129609	22
SRR13129611	52
SRR13129612	30
SRR13129613	92
SRR13129614	45
SRR13129615	39
SRR13129616	53
SRR13129617	21
SRR13129618	90
SRR13129619	20
SRR13129620	40
SRR13129623	52
SRR13129624	54
SRR13129625	24
SRR13129626	43
SRR13129627	72
SRR13129628	32
SRR13129629	20
SRR13129631	29
SRR13129632	94
SRR13129633	30
SRR13129634	92
SRR13129635	50
SRR13129636	40
SRR13129637	67
SRR13129638	43
SRR13129639	41
SRR13129640	31
SRR13129641	39
SRR13129642	29
SRR13106859	31
SRR13106860	65
SRR13106861	38
SRR13106862	66
SRR13106863	57
SRR13106864	59
SRR13106865	27
SRR13106866	27
SRR13106867	25
SRR13106868	89
SRR13106869	37
SRR13106870	36
SRR13106871	52
SRR13106872	44
SRR13106873	86
SRR13106874	27
SRR13106875	34
SRR13106876	25
SRR13106877	25
SRR13106878	55
SRR13106879	25
SRR13106880	86
SRR13106881	68
SRR13106882	55
SRR13106883	79
SRR13106884	32
SRR13106885	53
SRR13106886	29
SRR13106887	65
SRR13106888	43
SRR13106889	37
SRR13106890	25
SRR13106891	35
SRR13106892	74
SRR13106893	74
SRR13106894	36
SRR13106895	57
SRR13106896	30
SRR13106897	63
SRR13106898	58
SRR13106899	37
SRR13106900	51
SRR13106901	40
SRR13106902	28
SRR13106903	33
SRR13106904	29
SRR13106905	24
SRR13106906	21
SRR13106907	50
SRR13106908	54
SRR13106909	29
SRR13106910	53
SRR13106911	20
SRR13106912	83
SRR13106913	23
SRR13106914	48
SRR13106915	44
SRR13106916	22
SRR13106917	68
SRR13106918	63
SRR13106919	20
SRR13106920	40
SRR13106921	40
SRR13106922	56
SRR13106923	51
SRR13106924	21
SRR13106925	31
SRR13106926	89
SRR13106927	78
SRR13106928	69
SRR13106929	35
SRR13106930	24
SRR13106931	77
SRR13106932	27
SRR13106933	33
SRR13106934	31
SRR13106935	76
SRR13106936	29
SRR13106937	67
SRR13106938	59
SRR13106939	55
SRR13106940	88
SRR13106941	65
SRR13106942	20
SRR13106943	44
SRR13106944	75
SRR13106945	45
SRR13106946	70
SRR13106947	58
SRR13106948	23
SRR13106949	59
SRR13106950	44
SRR13106951	19
SRR13106952	30
SRR13106953	31
SRR13106954	37
SRR13106955	46
SRR13106956	38
SRR13106957	55
SRR13106958	43
SRR13106959	51
SRR13106960	42
SRR13106961	41
SRR13106962	30
SRR13106963	51
SRR13106964	51
SRR13106965	49
SRR13106966	21
SRR13106967	37
SRR13106968	60
SRR13106969	57
SRR13106970	62
SRR13106971	59
SRR13089032	30
SRR13089033	51
SRR13089034	29
SRR13089035	68
SRR13089036	57
SRR13089037	48
SRR13089038	47
SRR13089039	55
SRR13089040	59
SRR13089041	40
SRR13089042	75
SRR13089043	49
SRR13089044	52
SRR13089045	75
SRR13089046	50
SRR13089047	20
SRR13089048	59
SRR13089049	49
SRR13089050	51
SRR13089051	29
SRR13089052	36
SRR13089053	75
SRR13089054	34
SRR13089055	46
SRR13089056	60
SRR13089057	53
SRR13089058	24
SRR13089059	56
SRR13089060	52
SRR13089061	36
SRR13089062	78
SRR13089063	61
SRR13089064	69
SRR13089065	52
SRR13089066	34
SRR13089067	33
SRR13089068	46
SRR13089069	57
SRR13089070	74
SRR13089071	69
SRR13089072	61
SRR13089073	34
SRR13089074	58
SRR13089075	39
SRR13089076	47
SRR13089077	36
SRR13089078	32
SRR13089079	43
SRR13089080	37
SRR13089081	85
SRR13089082	77
SRR13089083	62
SRR13089084	58
SRR13089085	53
SRR13089086	59
SRR13089087	23
SRR13089088	65
SRR13089089	71
SRR13089090	66
SRR13089091	40
SRR13089092	31
SRR13089093	23
SRR13089094	39
SRR13089095	21
SRR13089096	48
SRR13089097	61
SRR13089098	40
SRR13089099	58
SRR13089100	31
SRR13089101	60
SRR13089102	53
SRR13089103	42
SRR13089104	56
SRR13089105	72
SRR13089106	76
SRR13089107	78
SRR13089108	61
SRR13089109	37
SRR13089110	51
SRR13089111	45
SRR13089112	32
SRR13089113	33
SRR13089114	57
SRR13089115	43
SRR13089116	43
SRR13089117	49
SRR13089118	66
SRR13089119	37
SRR13089120	33
SRR13089121	66
SRR13089122	48
SRR13089123	38
SRR13089124	52
SRR13089125	28
SRR13089126	41
SRR13089127	45
SRR13089128	65
SRR13089129	39
SRR13089130	36
SRR13089131	29
SRR13089132	26
SRR13089133	63
SRR13089134	34
SRR13089135	73
SRR13089136	49
SRR13089137	45
SRR13089138	69
SRR13089139	75
SRR13089140	33
SRR13089141	33
SRR13089142	28
SRR13089143	53
SRR13089144	55
SRR13089145	31
SRR13089146	68
SRR13089147	58
SRR13089148	16
SRR13089149	18
SRR13089150	36
SRR13089151	49
SRR13089152	63
SRR13089153	51
SRR13089154	66
SRR13089155	61
SRR13089156	47
SRR13089157	37
SRR13089158	78
SRR13089159	56
SRR13089160	47
SRR13089161	29
SRR13089162	37
SRR13089163	50
SRR13083811	27
SRR13083812	46
SRR13083813	32
SRR13083815	24
SRR13083817	80
SRR13083818	72
SRR13083819	92
SRR13083820	33
SRR13083821	57
SRR13083823	51
SRR13083824	33
SRR13083825	92
SRR13083826	39
SRR13083827	82
SRR13083828	36
SRR13083830	38
SRR13083832	98
SRR13083833	59
SRR13083834	35
SRR13083835	48
SRR13083836	32
SRR13083838	45
SRR13083839	30
SRR13083840	64
SRR13083842	26
SRR13083844	63
SRR13083845	18
SRR13083846	19
SRR13083847	28
SRR13083848	79
SRR13083849	36
SRR13083851	24
SRR13083853	35
SRR13083854	98
SRR13083855	91
SRR13083856	56
SRR13083857	55
SRR13083858	28
SRR13083859	70
SRR13083861	86
SRR13083863	45
SRR13083864	51
SRR13083865	29
SRR13083866	79
SRR13083867	20
SRR13083868	86
SRR13083870	35
SRR13083871	46
SRR13083873	60
SRR13083874	53
SRR13083875	23
SRR13083876	87
SRR13083877	19
SRR13083878	50
SRR13083879	28
SRR13083880	44
SRR13083882	48
SRR13083883	18
SRR13083884	58
SRR13083885	58
SRR13083886	31
SRR13083887	27
SRR13083888	23
SRR13083890	47
SRR13083891	91
SRR13083892	34
SRR13083893	85
SRR13083894	25
SRR13083895	33
SRR13083896	26
SRR13083897	58
SRR13083898	25
SRR13083899	90
SRR13083900	91
SRR13083901	82
SRR13083902	34
SRR13083905	34
SRR13083906	25
SRR13083907	34
SRR13083908	28
SRR13083910	47
SRR13083911	93
SRR13083912	49
SRR13083916	36
SRR13083917	77
SRR13083918	26
SRR13083920	26
SRR13083921	32
SRR13083922	22
SRR13083923	83
SRR13083924	38
SRR13083925	88
SRR13083926	89
SRR13083927	50
SRR13083928	95
SRR13083929	20
SRR13083930	25
SRR13083931	61
SRR13083933	36
SRR13083934	43
SRR13083935	45
SRR13083937	36
SRR13083938	36
SRR13083939	32
SRR13083940	19
SRR13083941	80
SRR13083942	85
SRR13083943	81
SRR13083944	86
SRR13083945	31
SRR13083946	64
SRR13082602	46
SRR13082603	53
SRR13082604	32
SRR13082605	40
SRR13082606	82
SRR13082607	21
SRR13082608	67
SRR13082609	16
SRR13082610	26
SRR13082611	41
SRR13082612	46
SRR13082613	36
SRR13082614	43
SRR13082615	55
SRR13082616	33
SRR13082617	71
SRR13082618	33
SRR13082619	43
SRR13082620	59
SRR13082621	40
SRR13082622	46
SRR13082623	59
SRR13082624	43
SRR13082625	25
SRR13082626	39
SRR13082627	59
SRR13082628	38
SRR13082629	53
SRR13082630	43
SRR13082631	26
SRR13082632	36
SRR13082633	25
SRR13082634	70
SRR13082635	40
SRR13082636	28
SRR13082637	64
SRR13082638	36
SRR13082639	42
SRR13082640	45
SRR13082641	40
SRR13082642	34
SRR13082643	57
SRR13082644	58
SRR13082645	71
SRR13082646	75
SRR13082647	34
SRR13082648	80
SRR13082649	37
SRR13082650	91
SRR13082651	38
SRR13082652	81
SRR13082653	27
SRR13082654	64
SRR13082655	50
SRR13082656	29
SRR13082657	61
SRR13082658	55
SRR13082659	59
SRR13082660	37
SRR13082661	55
SRR13082662	48
SRR13082663	29
SRR13082664	29
SRR13082665	58
SRR13082666	49
SRR13082667	55
SRR13082668	68
SRR13082669	50
SRR13082670	72
SRR13082671	55
SRR13082672	38
SRR13082673	42
SRR13082674	39
SRR13082675	18
SRR13082676	58
SRR13082677	51
SRR13082678	30
SRR13082679	51
SRR13082680	55
SRR13082681	34
SRR13082682	61
SRR13082683	59
SRR13082684	42
SRR13082685	23
SRR13082686	50
SRR13082687	79
SRR13082688	77
SRR13082689	48
SRR13082690	60
SRR13082691	70
SRR13082692	48
SRR13082693	59
SRR13082694	29
SRR13082695	76
SRR13082696	33
SRR13082697	18
SRR13082698	48
SRR13082699	58
SRR13082700	68
SRR13082701	76
SRR13082702	50
SRR13082703	61
SRR13082704	58
SRR13082705	46
SRR13082706	21
SRR13082707	72
SRR13082708	26
SRR13082709	56
SRR13082710	45
SRR13082711	35
SRR13082712	45
SRR13082713	49
SRR13082714	60
SRR13082715	24
SRR13082716	28
SRR13082717	20
SRR13082718	53
SRR13082719	51
SRR13082720	49
SRR13082721	35
SRR13082722	29
SRR13082723	53
SRR13082724	27
SRR13082725	57
SRR13082726	66
SRR13082727	38
SRR13082728	49
SRR13082729	67
SRR13082730	13
SRR13082731	67
SRR13082732	35
SRR13082733	20
SRR13082734	82
SRR13082735	22
SRR13082736	39
SRR13082737	24
SRR13082738	47
SRR13082739	29
SRR13081062	57
SRR13081063	27
SRR13081064	36
SRR13081065	35
SRR13081066	37
SRR13081067	62
SRR13081068	82
SRR13081069	54
SRR13081070	59
SRR13081071	29
SRR13081072	56
SRR13081073	24
SRR13081074	47
SRR13081075	70
SRR13081076	19
SRR13081077	33
SRR13081078	40
SRR13081079	44
SRR13081080	20
SRR13081081	56
SRR13081082	20
SRR13081083	33
SRR13081084	56
SRR13080477	11
SRR13080478	33
SRR13080479	59
SRR13080480	83
SRR13080481	9
SRR13080482	26
SRR13080483	52
SRR13080484	19
SRR13080485	17
SRR13080486	20
SRR13080487	20
SRR13080488	35
SRR13080489	55
SRR13080490	29
SRR13080491	14
SRR13080492	28
SRR13080493	25
SRR13080494	22
SRR13080495	25
SRR13080496	21
SRR13080497	25
SRR13080498	18
SRR13080499	8
SRR13080500	13
SRR13080501	29
SRR13080502	45
SRR13063853	22
SRR13063854	42
SRR13063855	60
SRR13063856	41
SRR13063857	41
SRR13063858	44
SRR13063859	37
SRR13063860	43
SRR13063861	49
SRR13063862	68
SRR13063863	80
SRR13063864	55
SRR13063865	53
SRR13063866	65
SRR13063867	65
SRR13063868	65
SRR13063869	80
SRR13063870	47
SRR13063871	63
SRR13063872	62
SRR13063873	74
SRR13063874	56
SRR13063875	43
SRR13063876	57
SRR13063877	72
SRR13063878	58
SRR13063879	62
SRR13063880	55
SRR13063881	39
SRR13063882	30
SRR13063883	63
SRR13063884	57
SRR13063885	43
SRR13063886	60
SRR13063887	66
SRR13063888	42
SRR13063889	47
SRR13063890	63
SRR13063891	51
SRR13063892	31
SRR13063893	52
SRR13063894	50
SRR13063895	81
SRR13063896	52
SRR13063897	43
SRR13063898	38
SRR13063899	65
SRR13063900	58
SRR13063901	27
SRR13063902	45
SRR13063903	28
SRR13063904	66
SRR13063905	62
SRR13063906	64
SRR13063907	54
SRR13063908	46
SRR13063909	58
SRR13063910	71
SRR13063911	67
SRR13063912	60
SRR13063913	35
SRR13063914	62
SRR13063915	38
SRR13063916	63
SRR13063917	34
SRR13063918	56
SRR13063919	33
SRR13063920	77
SRR13063921	65
SRR13063922	37
SRR13063923	60
SRR13063924	53
SRR13063925	65
SRR13063926	58
SRR13063927	55
SRR13063928	80
SRR13063929	51
SRR13063930	59
SRR13063931	19
SRR13063932	51
SRR13063933	40
SRR13063934	47
SRR13063935	53
SRR13063936	32
SRR13063937	39
SRR13063938	27
SRR13063939	51
SRR13063940	23
SRR13063941	39
SRR13063942	46
SRR13063943	83
SRR13063944	35
SRR13063945	35
SRR13063946	69
SRR13063947	57
SRR13063948	71
SRR13063949	51
SRR13063950	30
SRR13063951	54
SRR13063952	19
SRR13063953	72
SRR13063954	34
SRR13063955	26
SRR13063956	21
SRR13063957	76
SRR13063958	32
SRR13063959	50
SRR13063960	71
SRR13063961	60
SRR13063962	43
SRR13063963	60
SRR13063964	36
SRR13063965	61
SRR13062541	31
SRR13062542	44
SRR13062543	84
SRR13062544	38
SRR13062545	64
SRR13062546	62
SRR13062547	64
SRR13062548	65
SRR13062549	56
SRR13062550	51
SRR13062551	49
SRR13062552	32
SRR13062553	78
SRR13062554	42
SRR13062555	65
SRR13062556	18
SRR13062557	39
SRR13062558	19
SRR13062559	52
SRR13062560	41
SRR13062561	86
SRR13062562	39
SRR13062563	31
SRR13062564	79
SRR13062565	37
SRR13062566	32
SRR13062567	61
SRR13062568	56
SRR13062569	69
SRR13062570	44
SRR13062571	51
SRR13062572	1
SRR13062573	48
SRR13062574	25
SRR13062575	46
SRR13062576	37
SRR13062577	48
SRR13062578	74
SRR13062579	9
SRR13062580	69
SRR13062581	40
SRR13062582	24
SRR13062583	64
SRR13062584	71
SRR13062585	25
SRR13062586	52
SRR13062587	79
SRR13062588	67
SRR13062589	54
SRR13062590	48
SRR13062591	77
SRR13062592	51
SRR13062593	45
SRR13062594	29
SRR13062595	56
SRR13062596	35
SRR13062597	37
SRR13062598	35
SRR13062599	21
SRR13062600	50
SRR13062601	37
SRR13062602	29
SRR13062603	30
SRR13062604	72
SRR13062605	34
SRR13062606	70
SRR13062607	45
SRR13062608	48
SRR13062609	42
SRR13062610	44
SRR13062611	53
SRR13062612	49
SRR13062613	41
SRR13062614	0
SRR13062615	69
SRR13062616	78
SRR13062617	47
SRR13062618	42
SRR13062619	56
SRR13062620	79
SRR13062621	26
SRR13062622	50
SRR13062623	82
SRR13062624	49
SRR13062625	36
SRR13062626	49
SRR13062627	73
SRR13062628	75
SRR13062629	46
SRR13062630	43
SRR13062631	70
SRR13062632	52
SRR13062633	34
SRR13062634	72
SRR13062635	49
SRR13062636	48
SRR13062637	30
SRR13062638	67
SRR13062639	55
SRR13062640	22
SRR13062641	33
SRR13062642	59
SRR13062643	55
SRR13062644	42
SRR13062645	61
SRR13062646	41
SRR13062647	28
SRR13062648	32
SRR13062649	76
SRR13062650	71
SRR13062651	73
SRR13061311	50
SRR13061312	28
SRR13061313	22
SRR13061314	18
SRR13061315	40
SRR13061316	38
SRR13061317	43
SRR13061318	30
SRR13061319	66
SRR13061320	61
SRR13061321	59
SRR13061322	32
SRR13061323	56
SRR13061324	70
SRR13061325	32
SRR13061326	38
SRR13061327	86
SRR13061328	63
SRR13061329	46
SRR13061330	44
SRR13061331	69
SRR13061332	24
SRR13061333	25
SRR13061334	44
SRR13061335	75
SRR13061336	50
